,Season,Seed,Team_Id,Team_Name
209,2006,W10,1301,NC State
210,2012,X11,1301,NC State
211,2013,W08,1301,NC State
212,2014,Y12a,1301,NC State
213,2015,W08,1301,NC State
214,1985,X04,1424,UNLV
215,1986,Z04,1424,UNLV
216,1987,Z01,1424,UNLV
217,1988,Z04,1424,UNLV
218,1989,X04,1424,UNLV
219,1990,Z01,1424,UNLV
220,1991,Z01,1424,UNLV
221,1998,W12,1424,UNLV
222,2000,X10,1424,UNLV
223,2007,Y07,1424,UNLV
224,2008,X08,1424,UNLV
225,2010,Y08,1424,UNLV
226,2011,Z08,1424,UNLV
227,2012,Y06,1424,UNLV
228,2013,W05,1424,UNLV
229,1985,X05,1449,Washington
230,1986,X12,1449,Washington
231,1998,W11,1449,Washington
232,1999,X07,1449,Washington
233,2004,Z08,1449,Washington
234,2005,W01,1449,Washington
235,2006,Z05,1449,Washington
236,2009,Z04,1449,Washington
237,2010,W11,1449,Washington
238,2011,W07,1449,Washington
239,1985,X06,1409,Tulsa
240,1986,W10,1409,Tulsa
241,1987,Z11,1409,Tulsa
242,1994,Y12,1409,Tulsa
243,1995,W06,1409,Tulsa
244,1996,X11,1409,Tulsa
245,1997,Y05,1409,Tulsa
246,1999,W09,1409,Tulsa
247,2000,X07,1409,Tulsa
248,2002,W12,1409,Tulsa
249,2003,Y13,1409,Tulsa
250,2014,X13,1409,Tulsa
251,2016,W11b,1409,Tulsa
252,1985,X07,1104,Alabama
253,1986,Y05,1104,Alabama
254,1987,X02,1104,Alabama
255,1989,Z06,1104,Alabama
256,1990,Z07,1104,Alabama
257,1991,X04,1104,Alabama
258,1992,Z05,1104,Alabama
259,1994,X09,1104,Alabama
260,1995,W05,1104,Alabama
261,2002,Y02,1104,Alabama
262,2003,Y10,1104,Alabama
263,2004,X08,1104,Alabama
264,2005,X05,1104,Alabama
265,2006,X10,1104,Alabama
266,2012,X09,1104,Alabama
267,1985,X08,1234,Iowa
268,1986,X11,1234,Iowa
269,1987,Z02,1234,Iowa
270,1988,Z05,1234,Iowa
271,1989,W04,1234,Iowa
272,1991,Y07,1234,Iowa
273,1992,W09,1234,Iowa
274,1993,Y04,1234,Iowa
275,1996,Z06,1234,Iowa
276,1997,Z08,1234,Iowa
277,1999,Z05,1234,Iowa
278,2001,W07,1234,Iowa
279,2005,Y10,1234,Iowa
280,2006,W03,1234,Iowa
281,2014,Y11a,1234,Iowa
282,2015,X07,1234,Iowa
283,2016,Y07,1234,Iowa
284,1985,X09,1116,Arkansas
285,1988,Y11,1116,Arkansas
286,1989,Y05,1116,Arkansas
287,1990,X04,1116,Arkansas
288,1991,X01,1116,Arkansas
289,1992,Y03,1116,Arkansas
290,1993,W04,1116,Arkansas
291,1994,Y01,1116,Arkansas
292,1995,Y02,1116,Arkansas
293,1996,W12,1116,Arkansas
294,1998,X06,1116,Arkansas
295,1999,Z04,1116,Arkansas
296,2000,X11,1116,Arkansas
297,2001,X07,1116,Arkansas
298,2006,X08,1116,Arkansas
299,2007,W12,1116,Arkansas
300,2008,W09,1116,Arkansas
301,2015,Z05,1116,Arkansas
302,1985,X10,1112,Arizona
303,1986,Z09,1112,Arizona
304,1987,Z10,1112,Arizona
305,1988,Z01,1112,Arizona
306,1989,X01,1112,Arizona
307,1990,Z02,1112,Arizona
308,1991,Z02,1112,Arizona
309,1992,Z03,1112,Arizona
310,1993,Z02,1112,Arizona
311,1994,Z02,1112,Arizona
312,1995,Y05,1112,Arizona
313,1996,Z03,1112,Arizona
314,1997,X04,1112,Arizona
315,1998,X01,1112,Arizona
316,1999,X04,1112,Arizona
317,2000,Z01,1112,Arizona
318,2001,Y02,1112,Arizona
319,2002,Z03,1112,Arizona
320,2003,Z01,1112,Arizona
321,2004,W09,1112,Arizona
322,2005,X03,1112,Arizona
323,2006,Y08,1112,Arizona
324,2007,Y08,1112,Arizona
325,2008,Z10,1112,Arizona
326,2009,Y12,1112,Arizona
327,2011,X05,1112,Arizona
328,2013,Z06,1112,Arizona
329,2014,Z01,1112,Arizona
330,2015,Z02,1112,Arizona
331,2016,Y06,1112,Arizona
332,1985,X11,1431,UTEP
333,1986,Z10,1431,UTEP
334,1987,Z07,1431,UTEP
335,1988,Z09,1431,UTEP
336,1989,X07,1431,UTEP
337,1990,Y11,1431,UTEP
338,1992,Y09,1431,UTEP
339,2004,X13,1431,UTEP
340,2005,Y11,1431,UTEP
341,2010,Z12,1431,UTEP
342,1985,X12,1246,Kentucky
343,1986,Y01,1246,Kentucky
344,1987,X08,1246,Kentucky
345,1988,Y02,1246,Kentucky
346,1992,W02,1246,Kentucky
347,1993,Y01,1246,Kentucky
348,1994,X03,1246,Kentucky
349,1995,Z01,1246,Kentucky
350,1996,X01,1246,Kentucky
351,1997,Z01,1246,Kentucky
352,1998,Z02,1246,Kentucky
353,1999,X03,1246,Kentucky
354,2000,Y05,1246,Kentucky
355,2001,W02,1246,Kentucky
356,2002,W04,1246,Kentucky
357,2003,Y01,1246,Kentucky
358,2004,Z01,1246,Kentucky
359,2005,Y02,1246,Kentucky
360,2006,Z08,1246,Kentucky
361,2007,Z08,1246,Kentucky
362,2008,Y11,1246,Kentucky
363,2010,W01,1246,Kentucky
364,2011,W04,1246,Kentucky
365,2012,Y01,1246,Kentucky
366,2014,Y08,1246,Kentucky
367,2015,Y01,1246,Kentucky
368,2016,W04,1246,Kentucky
369,1985,X13,1361,San Diego St
370,2002,X13,1361,San Diego St
371,2006,X11,1361,San Diego St
372,2010,Y11,1361,San Diego St
373,2011,X02,1361,San Diego St
374,2012,X06,1361,San Diego St
375,2013,X07,1361,San Diego St
376,2014,Z04,1361,San Diego St
377,2015,X08,1361,San Diego St
378,1985,X14,1305,Nevada
379,2004,Z10,1305,Nevada
380,2005,X09,1305,Nevada
381,2006,Y05,1305,Nevada
382,2007,X07,1305,Nevada
383,1985,X15,1267,Marshall
384,1987,W13,1267,Marshall
385,1985,X16,1380,Southern Univ
386,1987,Y15,1380,Southern Univ
387,1988,Y15,1380,Southern Univ
388,1989,Z15,1380,Southern Univ
389,1993,Z13,1380,Southern Univ
390,2006,W16,1380,Southern Univ
391,2013,Z16,1380,Southern Univ
392,2016,Z16b,1380,Southern Univ
393,1985,Y01,1328,Oklahoma
394,1986,W04,1328,Oklahoma
395,1987,Z06,1328,Oklahoma
396,1988,Y01,1328,Oklahoma
397,1989,Z01,1328,Oklahoma
398,1990,X01,1328,Oklahoma
399,1992,X04,1328,Oklahoma
400,1995,Z04,1328,Oklahoma
401,1996,Y10,1328,Oklahoma
402,1997,Z11,1328,Oklahoma
403,1998,W10,1328,Oklahoma
404,1999,X13,1328,Oklahoma
405,2000,Z03,1328,Oklahoma
406,2001,Z04,1328,Oklahoma
407,2002,Z02,1328,Oklahoma
408,2003,W01,1328,Oklahoma
409,2005,Y03,1328,Oklahoma
410,2006,Y06,1328,Oklahoma
411,2008,W06,1328,Oklahoma
412,2009,X02,1328,Oklahoma
413,2013,X10,1328,Oklahoma
414,2014,Z05,1328,Oklahoma
415,2015,W03,1328,Oklahoma
416,2016,Z02,1328,Oklahoma
417,1985,Y02,1272,Memphis
418,1986,Y03,1272,Memphis
419,1988,X09,1272,Memphis
420,1989,X05,1272,Memphis
421,1992,Y06,1272,Memphis
422,1993,Y10,1272,Memphis
423,1995,Y06,1272,Memphis
424,1996,Z05,1272,Memphis
425,2003,Z07,1272,Memphis
426,2004,Y07,1272,Memphis
427,2006,X01,1272,Memphis
428,2007,X02,1272,Memphis
429,2008,Y01,1272,Memphis
430,2009,Z02,1272,Memphis
431,2011,X12,1272,Memphis
432,2012,Z08,1272,Memphis
433,2013,Y06,1272,Memphis
434,2014,W08,1272,Memphis
435,1985,Y03,1181,Duke
436,1986,W01,1181,Duke
437,1987,Y05,1181,Duke
438,1988,W02,1181,Duke
439,1989,W02,1181,Duke
440,1990,W03,1181,Duke
441,1991,Y02,1181,Duke
442,1992,W01,1181,Duke
443,1993,X03,1181,Duke
444,1994,X02,1181,Duke
445,1996,Y08,1181,Duke
446,1997,X02,1181,Duke
447,1998,Z01,1181,Duke
448,1999,W01,1181,Duke
449,2000,W01,1181,Duke
450,2001,W01,1181,Duke
451,2002,Y01,1181,Duke
452,2003,Z03,1181,Duke
453,2004,W01,1181,Duke
454,2005,Y01,1181,Duke
455,2006,W01,1181,Duke
456,2007,Z06,1181,Duke
457,2008,Z02,1181,Duke
458,2009,W02,1181,Duke
459,2010,X01,1181,Duke
460,2011,X01,1181,Duke
461,2012,Y02,1181,Duke
462,2013,Y02,1181,Duke
463,2014,Y03,1181,Duke
464,2015,X01,1181,Duke
465,2016,Z04,1181,Duke
466,1985,Y04,1326,Ohio St
467,1987,X09,1326,Ohio St
468,1990,Z08,1326,Ohio St
469,1991,Y01,1326,Ohio St
470,1992,Z01,1326,Ohio St
471,1999,Y04,1326,Ohio St
472,2000,X03,1326,Ohio St
473,2001,W05,1326,Ohio St
474,2002,Z04,1326,Ohio St
475,2006,Y02,1326,Ohio St
476,2007,X01,1326,Ohio St
477,2009,Y08,1326,Ohio St
478,2010,Y02,1326,Ohio St
479,2011,W01,1326,Ohio St
480,2012,W02,1326,Ohio St
481,2013,Z02,1326,Ohio St
482,2014,X06,1326,Ohio St
483,2015,Z10,1326,Ohio St
484,1985,Y05,1256,Louisiana Tech
485,1987,Y14,1256,Louisiana Tech
486,1989,Z09,1256,Louisiana Tech
487,1991,X12,1256,Louisiana Tech
488,1985,Y06,1403,Texas Tech
489,1986,X13,1403,Texas Tech
490,1993,W12,1403,Texas Tech
491,1996,W03,1403,Texas Tech
492,2002,W06,1403,Texas Tech
493,2004,Y08,1403,Texas Tech
494,2005,W06,1403,Texas Tech
495,2007,W10,1403,Texas Tech
496,2016,X08,1403,Texas Tech
497,1985,Y07,1412,UAB
498,1986,Z06,1412,UAB
499,1987,X11,1412,UAB
500,1990,W10,1412,UAB
501,1994,W07,1412,UAB
502,1999,Z12,1412,UAB
503,2004,Z09,1412,UAB
504,2005,X11,1412,UAB
505,2006,Z09,1412,UAB
506,2011,W12b,1412,UAB
507,2015,X14,1412,UAB
508,1985,Y08,1425,USC
509,1991,X10,1425,USC
510,1992,Y02,1425,USC
511,1997,X11,1425,USC
512,2001,W06,1425,USC
513,2002,Y04,1425,USC
514,2007,W05,1425,USC
515,2008,X06,1425,USC
516,2009,Y10,1425,USC
517,2011,Z11a,1425,USC
518,2016,W08,1425,USC
519,1985,Y09,1229,Illinois St
520,1990,Z14,1229,Illinois St
521,1997,Y11,1229,Illinois St
522,1998,X09,1229,Illinois St
523,1985,Y10,1277,Michigan St
524,1986,X05,1277,Michigan St
525,1990,Y01,1277,Michigan St
526,1991,Z05,1277,Michigan St
527,1992,Y05,1277,Michigan St
528,1994,X07,1277,Michigan St
529,1995,Z03,1277,Michigan St
530,1998,W04,1277,Michigan St
531,1999,X01,1277,Michigan St
532,2000,Y01,1277,Michigan St
533,2001,Z01,1277,Michigan St
534,2002,W10,1277,Michigan St
535,2003,X07,1277,Michigan St
536,2004,Z07,1277,Michigan St
537,2005,Y05,1277,Michigan St
538,2006,Z06,1277,Michigan St
539,2007,W09,1277,Michigan St
540,2008,Y05,1277,Michigan St
541,2009,Y02,1277,Michigan St
542,2010,Y05,1277,Michigan St
543,2011,Y10,1277,Michigan St
544,2012,Z01,1277,Michigan St
545,2013,Y03,1277,Michigan St
546,2014,W04,1277,Michigan St
547,2015,W07,1277,Michigan St
548,2016,X02,1277,Michigan St
549,1985,Y11,1130,Boston College
550,1994,W09,1130,Boston College
551,1996,Y11,1130,Boston College
552,1997,Z05,1130,Boston College
553,2001,W03,1130,Boston College
554,2002,X11,1130,Boston College
555,2004,Z06,1130,Boston College
556,2005,X04,1130,Boston College
557,2006,Y04,1130,Boston College
558,2007,W07,1130,Boston College
559,2009,Y07,1130,Boston College
560,1985,Y12,1338,Pittsburgh
561,1987,Z03,1338,Pittsburgh
562,1988,X02,1338,Pittsburgh
563,1989,Y08,1338,Pittsburgh
564,1991,X06,1338,Pittsburgh
565,1993,Y09,1338,Pittsburgh
566,2002,Y03,1338,Pittsburgh
567,2003,Y02,1338,Pittsburgh
568,2004,Y03,1338,Pittsburgh
569,2005,W09,1338,Pittsburgh
570,2006,X05,1338,Pittsburgh
571,2007,Z03,1338,Pittsburgh
572,2008,Y04,1338,Pittsburgh
573,2009,W01,1338,Pittsburgh
574,2010,Z03,1338,Pittsburgh
575,2011,Y01,1338,Pittsburgh
576,2013,Z08,1338,Pittsburgh
577,2014,X09,1338,Pittsburgh
578,2016,W10,1338,Pittsburgh
579,1985,Y13,1235,Iowa St
580,1986,X07,1235,Iowa St
581,1988,W12,1235,Iowa St
582,1989,Z10,1235,Iowa St
583,1992,W10,1235,Iowa St
584,1993,Z08,1235,Iowa St
585,1995,Z07,1235,Iowa St
586,1996,X05,1235,Iowa St
587,1997,Y06,1235,Iowa St
588,2000,Y02,1235,Iowa St
589,2001,X02,1235,Iowa St
590,2005,Z09,1235,Iowa St
591,2012,Y08,1235,Iowa St
592,2013,Z10,1235,Iowa St
593,2014,W03,1235,Iowa St
594,2015,X03,1235,Iowa St
595,2016,X04,1235,Iowa St
596,1985,Y14,1337,Pepperdine
597,1986,Z12,1337,Pepperdine
598,1991,Z14,1337,Pepperdine
599,1992,Y11,1337,Pepperdine
600,1994,Y14,1337,Pepperdine
601,2000,W11,1337,Pepperdine
602,2002,X10,1337,Pepperdine
603,1985,Y15,1335,Penn
604,1987,W16,1335,Penn
605,1993,W14,1335,Penn
606,1994,W11,1335,Penn
607,1995,W12,1335,Penn
608,1999,Z11,1335,Penn
609,2000,W13,1335,Penn
610,2002,Y11,1335,Penn
611,2003,W11,1335,Penn
612,2005,X13,1335,Penn
613,2006,W15,1335,Penn
614,2007,X14,1335,Penn
615,1985,Y16,1299,NC A&T
616,1986,X16,1299,NC A&T
617,1987,X15,1299,NC A&T
618,1988,W14,1299,NC A&T
619,1994,Y16,1299,NC A&T
620,1995,W16,1299,NC A&T
621,2013,Y16b,1299,NC A&T
622,1985,Z01,1276,Michigan
623,1986,X02,1276,Michigan
624,1987,W09,1276,Michigan
625,1988,Z03,1276,Michigan
626,1989,Z03,1276,Michigan
627,1990,Z03,1276,Michigan
628,1992,Z06,1276,Michigan
629,1993,Z01,1276,Michigan
630,1994,Y03,1276,Michigan
631,1995,Y09,1276,Michigan
632,1996,X07,1276,Michigan
633,1998,Z03,1276,Michigan
634,2009,X10,1276,Michigan
635,2011,X08,1276,Michigan
636,2012,X04,1276,Michigan
637,2013,X04,1276,Michigan
638,2014,Y02,1276,Michigan
639,2016,W11a,1276,Michigan
640,1985,Z02,1314,North Carolina
641,1986,Z03,1314,North Carolina
642,1987,W01,1314,North Carolina
643,1988,Z02,1314,North Carolina
644,1989,Z02,1314,North Carolina
645,1990,X08,1314,North Carolina
646,1991,W01,1314,North Carolina
647,1992,Z04,1314,North Carolina
648,1993,W01,1314,North Carolina
649,1994,W01,1314,North Carolina
650,1995,Z02,1314,North Carolina
651,1996,W06,1314,North Carolina
652,1997,W01,1314,North Carolina
653,1998,W01,1314,North Carolina
654,1999,Z03,1314,North Carolina
655,2000,X08,1314,North Carolina
656,2001,Z02,1314,North Carolina
657,2004,W06,1314,North Carolina
658,2005,Z01,1314,North Carolina
659,2006,Z03,1314,North Carolina
660,2007,W01,1314,North Carolina
661,2008,W01,1314,North Carolina
662,2009,X01,1314,North Carolina
663,2011,W02,1314,North Carolina
664,2012,X01,1314,North Carolina
665,2013,X08,1314,North Carolina
666,2014,W06,1314,North Carolina
667,2015,Z04,1314,North Carolina
668,2016,W01,1314,North Carolina
669,1985,Z03,1242,Kansas
670,1986,X01,1242,Kansas
671,1987,X05,1242,Kansas
672,1988,X06,1242,Kansas
673,1990,W02,1242,Kansas
674,1991,X03,1242,Kansas
675,1992,Y01,1242,Kansas
676,1993,X02,1242,Kansas
677,1994,X04,1242,Kansas
678,1995,Y01,1242,Kansas
679,1996,Z02,1242,Kansas
680,1997,X01,1242,Kansas
681,1998,Y01,1242,Kansas
682,1999,X06,1242,Kansas
683,2000,W08,1242,Kansas
684,2001,Y04,1242,Kansas
685,2002,X01,1242,Kansas
686,2003,Z02,1242,Kansas
687,2004,Z04,1242,Kansas
688,2005,Z03,1242,Kansas
689,2006,X04,1242,Kansas
690,2007,Z01,1242,Kansas
691,2008,X01,1242,Kansas
692,2009,Y03,1242,Kansas
693,2010,Y01,1242,Kansas
694,2011,Z01,1242,Kansas
695,2012,X02,1242,Kansas
696,2013,X01,1242,Kansas
697,2014,X02,1242,Kansas
698,2015,Y02,1242,Kansas
699,2016,Y01,1242,Kansas
700,1985,Z04,1261,LSU
701,1986,Y11,1261,LSU
702,1987,Y10,1261,LSU
703,1988,W09,1261,LSU
704,1989,X10,1261,LSU
705,1990,Y05,1261,LSU
706,1991,Y06,1261,LSU
707,1992,X07,1261,LSU
708,1993,X11,1261,LSU
709,2000,Z04,1261,LSU
710,2003,X08,1261,LSU
711,2005,X06,1261,LSU
712,2006,W04,1261,LSU
713,2009,X08,1261,LSU
714,2015,W09,1261,LSU
715,1985,Z05,1268,Maryland
716,1986,Z05,1268,Maryland
717,1988,Y07,1268,Maryland
718,1994,Y10,1268,Maryland
719,1995,X03,1268,Maryland
720,1996,Z07,1268,Maryland
721,1997,X05,1268,Maryland
722,1998,X04,1268,Maryland
723,1999,Y02,1268,Maryland
724,2000,Y03,1268,Maryland
725,2001,X03,1268,Maryland
726,2002,W01,1268,Maryland
727,2003,X06,1268,Maryland
728,2004,X04,1268,Maryland
729,2007,Y04,1268,Maryland
730,2009,Z10,1268,Maryland
731,2010,Y04,1268,Maryland
732,2015,Y04,1268,Maryland
733,2016,Y05,1268,Maryland
734,1985,Z06,1345,Purdue
735,1986,Y06,1345,Purdue
736,1987,W03,1345,Purdue
737,1988,X01,1345,Purdue
738,1990,X02,1345,Purdue
739,1991,W07,1345,Purdue
740,1993,W09,1345,Purdue
741,1994,X01,1345,Purdue
742,1995,Y03,1345,Purdue
743,1996,Z01,1345,Purdue
744,1997,X08,1345,Purdue
745,1998,Y02,1345,Purdue
746,1999,W10,1345,Purdue
747,2000,Z06,1345,Purdue
748,2003,X09,1345,Purdue
749,2007,Y09,1345,Purdue
750,2008,Z06,1345,Purdue
751,2009,Z05,1345,Purdue
752,2010,X04,1345,Purdue
753,2011,Z03,1345,Purdue
754,2012,X10,1345,Purdue
755,2015,Y09,1345,Purdue
756,2016,X05,1345,Purdue
757,1985,Z07,1323,Notre Dame
758,1986,X03,1323,Notre Dame
759,1987,W05,1323,Notre Dame
760,1988,W10,1323,Notre Dame
761,1989,W09,1323,Notre Dame
762,1990,Y10,1323,Notre Dame
763,2001,Y06,1323,Notre Dame
764,2002,Y08,1323,Notre Dame
765,2003,Z05,1323,Notre Dame
766,2007,Y06,1323,Notre Dame
767,2008,W05,1323,Notre Dame
768,2010,X06,1323,Notre Dame
769,2011,Z02,1323,Notre Dame
770,2012,Y07,1323,Notre Dame
771,2013,Z07,1323,Notre Dame
772,2015,Y03,1323,Notre Dame
773,2016,W06,1323,Notre Dame
774,1985,Z08,1437,Villanova
775,1986,Y10,1437,Villanova
776,1988,Y06,1437,Villanova
777,1990,Y12,1437,Villanova
778,1991,W09,1437,Villanova
779,1995,W03,1437,Villanova
780,1996,X03,1437,Villanova
781,1997,W04,1437,Villanova
782,1999,X08,1437,Villanova
783,2005,Z05,1437,Villanova
784,2006,Y01,1437,Villanova
785,2007,Z09,1437,Villanova
786,2008,X12,1437,Villanova
787,2009,W03,1437,Villanova
788,2010,X02,1437,Villanova
789,2011,W09,1437,Villanova
790,2013,X09,1437,Villanova
791,2014,W02,1437,Villanova
792,2015,W01,1437,Villanova
793,2016,Y02,1437,Villanova
794,1985,Z09,1173,Dayton
795,1990,X12,1173,Dayton
796,2000,Z11,1173,Dayton
797,2003,Y04,1173,Dayton
798,2004,X10,1173,Dayton
799,2009,Y11,1173,Dayton
800,2014,X11,1173,Dayton
801,2015,W11b,1173,Dayton
802,2016,X07,1173,Dayton
803,1985,Z10,1333,Oregon St
804,1988,Y12,1333,Oregon St
805,1989,X06,1333,Oregon St
806,1990,Z05,1333,Oregon St
807,2016,Z07,1333,Oregon St
808,1985,Z11,1120,Auburn
809,1986,Z08,1120,Auburn
810,1987,Y08,1120,Auburn
811,1988,Y08,1120,Auburn
812,1999,Y01,1120,Auburn
813,2000,Y07,1120,Auburn
814,2003,W10,1120,Auburn
815,1985,Z12,1275,Miami OH
816,1986,X10,1275,Miami OH
817,1992,Z13,1275,Miami OH
818,1995,Y12,1275,Miami OH
819,1997,Y13,1275,Miami OH
