School,team_id,Year,FR,SO,JR,SR,GR,NONE,MCD
Mississippi Valley State,1290,2017,4,2,3,7,0,0,0
Missouri,1281,2010,3,6,1,3,0,0,0
Missouri,1281,2008,1,2,3,7,0,0,0
Missouri,1281,2006,3,4,1,3,0,0,0
Missouri,1281,2011,2,2,6,2,0,0,0
Missouri,1281,2015,6,2,2,2,0,0,0
Missouri,1281,2012,1,1,2,7,0,0,1
Missouri,1281,2013,5,2,3,3,0,0,1
Missouri,1281,2007,2,3,8,1,0,0,0
Missouri,1281,2005,4,3,2,3,0,0,0
Missouri,1281,2014,4,3,4,2,0,0,0
Missouri,1281,2002,3,7,2,1,0,0,1
Missouri,1281,2003,3,2,5,2,0,0,1
Missouri,1281,2004,3,2,3,4,0,0,1
Missouri,1281,2016,5,5,2,1,0,0,0
Missouri,1281,2009,6,1,3,4,0,0,0
Missouri,1281,2017,5,6,3,1,0,0,0
Missouri State,1283,2006,3,3,3,2,0,0,0
Missouri State,1283,2012,2,3,3,4,0,0,0
Missouri State,1283,2010,3,4,5,1,0,0,0
Missouri State,1283,2009,5,2,1,4,0,0,0
Missouri State,1283,2005,4,4,2,3,0,0,0
Missouri State,1283,2011,4,0,3,4,0,0,0
Missouri State,1283,2014,3,5,2,4,0,0,0
Missouri State,1283,2015,4,3,4,2,0,0,0
Missouri State,1283,2002,3,3,3,4,0,0,0
Missouri State,1283,2003,2,4,4,3,0,0,0
Missouri State,1283,2016,4,2,4,3,0,0,0
Missouri State,1283,2004,4,1,6,3,0,0,0
Missouri State,1283,2013,6,2,3,1,0,0,0
Missouri State,1283,2007,1,2,6,3,0,0,0
Missouri State,1283,2008,3,1,3,5,0,0,0
Missouri State,1283,2017,1,4,5,3,0,1,0
Missouri-Kansas City,1282,2002,2,2,2,4,0,0,0
Missouri-Kansas City,1282,2012,1,4,3,5,0,0,0
Missouri-Kansas City,1282,2014,5,1,1,6,0,0,1
Missouri-Kansas City,1282,2009,6,5,0,1,0,0,0
Missouri-Kansas City,1282,2008,4,0,6,3,0,0,0
Missouri-Kansas City,1282,2007,1,4,3,4,0,0,0
Missouri-Kansas City,1282,2016,2,3,7,2,0,0,0
Missouri-Kansas City,1282,2006,3,3,5,2,0,0,0
Missouri-Kansas City,1282,2011,1,1,5,3,0,0,0
Missouri-Kansas City,1282,2005,1,4,2,5,0,0,0
Missouri-Kansas City,1282,2015,5,4,3,2,0,0,1
Missouri-Kansas City,1282,2013,3,2,7,2,0,0,0
Missouri-Kansas City,1282,2010,4,5,4,0,0,0,0
Missouri-Kansas City,1282,2004,1,1,5,2,0,0,0
Missouri-Kansas City,1282,2003,1,3,5,3,0,0,0
Missouri-Kansas City,1282,2017,4,3,1,6,0,0,0
Monmouth,1284,2004,5,3,4,3,0,0,0
Monmouth,1284,2003,3,4,2,1,0,0,0
Monmouth,1284,2012,4,1,4,3,0,0,0
Monmouth,1284,2014,8,3,4,0,0,0,0
Monmouth,1284,2009,3,5,2,3,0,0,0
Monmouth,1284,2002,4,2,3,3,0,0,0
Monmouth,1284,2013,3,3,0,6,0,0,0
Monmouth,1284,2008,5,5,3,0,0,0,0
Monmouth,1284,2007,3,4,0,5,0,0,0
Monmouth,1284,2015,3,5,1,4,0,0,0
Monmouth,1284,2011,1,3,5,3,0,0,0
Monmouth,1284,2006,4,1,4,4,0,0,0
Monmouth,1284,2016,4,2,6,1,0,0,0
Monmouth,1284,2005,0,3,3,5,0,0,0
Monmouth,1284,2010,2,3,6,3,0,0,0
Monmouth,1284,2017,1,5,2,5,0,0,0
Montana,1285,2003,4,0,5,2,0,0,0
Montana,1285,2014,4,2,5,2,0,0,0
Montana,1285,2004,2,5,2,5,0,0,0
Montana,1285,2013,4,4,3,2,0,0,0
Montana,1285,2002,0,5,3,4,0,0,0
Montana,1285,2015,1,6,1,3,0,0,0
Montana,1285,2016,2,3,5,1,0,0,0
Montana,1285,2009,3,2,4,3,0,0,0
Montana,1285,2007,3,4,3,4,0,0,0
Montana,1285,2010,3,2,3,4,0,1,0
Montana,1285,2008,3,3,4,2,0,0,0
Montana,1285,2006,5,2,4,2,0,0,0
Montana,1285,2011,4,3,4,1,0,0,0
Montana,1285,2005,5,2,6,1,0,0,0
Montana,1285,2012,5,2,2,4,0,0,0
Montana,1285,2017,3,4,1,5,0,0,0
Montana State,1286,2015,4,3,3,3,0,0,0
Montana State,1286,2003,2,0,7,2,0,0,0
Montana State,1286,2014,2,3,3,4,0,0,0
Montana State,1286,2004,8,1,0,4,0,0,0
Montana State,1286,2013,2,3,5,3,0,0,0
Montana State,1286,2005,6,4,2,0,0,0,0
Montana State,1286,2006,1,2,4,5,0,0,0
Montana State,1286,2011,7,0,3,3,0,0,0
Montana State,1286,2007,5,1,4,3,0,0,0
Montana State,1286,2010,0,3,1,7,0,0,0
Montana State,1286,2008,2,1,4,4,0,0,0
Montana State,1286,2012,2,4,5,2,0,0,0
Montana State,1286,2016,2,3,5,2,0,0,0
Montana State,1286,2002,0,10,0,2,0,0,0
Montana State,1286,2009,1,1,7,2,0,0,0
Montana State,1286,2017,4,3,4,2,0,0,0
Morehead State,1287,2010,4,3,5,3,0,0,0
Morehead State,1287,2004,3,3,3,5,0,0,0
Morehead State,1287,2008,5,2,3,2,0,0,0
Morehead State,1287,2005,6,2,2,3,0,0,0
Morehead State,1287,2012,5,2,4,3,0,0,0
Morehead State,1287,2002,5,3,3,2,0,0,0
Morehead State,1287,2016,3,1,6,4,0,0,0
Morehead State,1287,2013,1,2,8,4,0,0,0
Morehead State,1287,2015,3,0,6,5,0,0,0
Morehead State,1287,2003,2,4,4,3,0,0,0
Morehead State,1287,2014,1,2,7,3,0,0,0
Morehead State,1287,2009,3,4,4,1,0,0,0
Morehead State,1287,2006,9,1,2,2,0,0,0
Morehead State,1287,2011,4,1,4,3,0,0,0
Morehead State,1287,2007,3,2,4,2,0,0,0
Morehead State,1287,2017,3,3,3,5,0,0,0
Morgan State,1288,2010,2,3,3,5,0,0,0
Morgan State,1288,2009,5,3,5,2,0,0,0
Morgan State,1288,2012,5,3,1,4,0,0,0
Morgan State,1288,2011,5,2,5,2,0,0,1
Morgan State,1288,2008,2,5,2,4,0,0,0
Morgan State,1288,2014,3,4,3,4,0,0,0
Morgan State,1288,2013,4,4,4,2,0,0,0
Morgan State,1288,2007,4,1,5,5,0,0,0
Morgan State,1288,2002,2,3,6,5,0,0,0
Morgan State,1288,2015,7,4,3,3,0,0,0
Morgan State,1288,2006,10,3,3,1,0,0,0
Morgan State,1288,2016,4,3,2,4,0,0,0
Morgan State,1288,2005,4,4,3,4,0,0,0
Morgan State,1288,2003,8,2,3,4,0,0,0
Morgan State,1288,2004,5,3,3,3,0,0,0
Morgan State,1288,2017,4,3,5,1,0,0,0
Morris Brown,1289,2002,2,4,7,1,0,0,0
Morris Brown,1289,2003,3,2,5,5,0,0,0
Mount St. Mary's,1291,2011,5,3,2,3,0,0,0
Mount St. Mary's,1291,2016,3,3,3,3,0,0,0
Mount St. Mary's,1291,2002,2,5,2,2,0,0,0
Mount St. Mary's,1291,2004,3,5,2,5,0,0,0
Mount St. Mary's,1291,2014,4,4,1,4,0,0,0
Mount St. Mary's,1291,2007,5,2,2,5,0,0,0
Mount St. Mary's,1291,2005,3,3,5,2,0,0,0
Mount St. Mary's,1291,2015,4,4,5,2,0,0,0
Mount St. Mary's,1291,2009,3,4,4,2,0,0,0
Mount St. Mary's,1291,2006,3,3,3,4,0,0,0
Mount St. Mary's,1291,2012,4,4,3,2,0,0,0
Mount St. Mary's,1291,2013,5,3,5,2,0,0,0
Mount St. Mary's,1291,2003,5,2,5,2,0,0,0
Mount St. Mary's,1291,2008,6,4,2,2,0,0,0
Mount St. Mary's,1291,2010,4,3,4,4,0,0,0
Mount St. Mary's,1291,2017,4,3,4,2,0,0,0
Murray State,1293,2011,3,3,4,4,0,0,0
Murray State,1293,2007,5,2,6,2,0,0,1
Murray State,1293,2008,2,4,4,2,0,0,1
Murray State,1293,2012,3,0,6,3,0,0,0
Murray State,1293,2006,4,2,3,5,0,0,0
Murray State,1293,2009,2,5,3,3,0,0,0
Murray State,1293,2014,2,5,3,1,0,0,0
Murray State,1293,2013,6,0,1,6,0,0,0
Murray State,1293,2005,8,1,3,1,0,0,0
Murray State,1293,2015,1,3,4,3,0,0,0
Murray State,1293,2003,0,2,5,6,0,0,0
Murray State,1293,2004,1,1,3,8,0,0,0
Murray State,1293,2016,3,0,5,3,0,0,0
Murray State,1293,2002,0,3,6,3,0,0,0
Murray State,1293,2010,3,3,5,3,0,0,0
Murray State,1293,2017,4,2,2,3,0,0,0
Navy,1298,2002,4,5,7,3,0,0,0
Navy,1298,2004,5,9,4,3,0,0,0
Navy,1298,2012,8,6,1,3,0,0,0
Navy,1298,2015,6,5,3,4,0,0,0
Navy,1298,2008,4,5,4,2,0,0,0
Navy,1298,2014,8,5,4,2,0,0,0
Navy,1298,2006,6,3,3,4,0,0,0
Navy,1298,2003,5,5,3,5,0,0,0
Navy,1298,2010,3,3,5,3,0,0,0
Navy,1298,2013,6,6,4,0,0,0,0
Navy,1298,2016,5,5,5,3,0,0,0
Navy,1298,2007,7,4,3,1,0,0,0
Navy,1298,2009,2,5,4,3,0,0,0
Navy,1298,2011,6,0,3,4,0,0,0
Navy,1298,2005,3,4,7,3,0,0,0
Navy,1298,2017,3,6,4,5,0,0,0
Nebraska,1304,2009,4,1,5,4,0,0,0
Nebraska,1304,2010,7,3,2,4,0,0,0
Nebraska,1304,2005,2,1,4,4,0,0,0
Nebraska,1304,2012,6,0,5,4,0,0,0
Nebraska,1304,2002,5,2,2,5,0,0,0
Nebraska,1304,2007,11,4,1,2,0,0,0
Nebraska,1304,2008,2,6,5,1,0,0,0
Nebraska,1304,2014,2,4,6,2,0,0,0
Nebraska,1304,2013,4,4,2,3,0,0,0
Nebraska,1304,2015,3,1,4,5,0,0,0
Nebraska,1304,2016,7,3,2,2,0,0,0
Nebraska,1304,2006,5,2,3,4,0,0,0
Nebraska,1304,2003,5,5,4,1,0,0,0
Nebraska,1304,2011,0,7,5,3,0,0,0
Nebraska,1304,2004,4,4,3,4,0,0,0
Nebraska,1304,2017,3,5,3,1,0,3,0
Nebraska-Omaha,1303,2016,3,4,1,5,0,0,0
Nebraska-Omaha,1303,2015,4,0,6,2,0,0,0
Nebraska-Omaha,1303,2013,2,1,5,4,0,0,0
Nebraska-Omaha,1303,2014,1,3,2,5,0,0,0
Nebraska-Omaha,1303,2017,2,3,4,3,0,0,0
Nevada,1305,2007,5,0,5,3,0,0,0
Nevada,1305,2010,3,4,2,3,0,0,1
Nevada,1305,2006,0,5,5,2,0,0,0
Nevada,1305,2011,6,4,4,1,0,0,0
Nevada,1305,2005,3,3,2,2,0,0,0
Nevada,1305,2002,1,5,4,1,0,0,0
Nevada,1305,2012,0,7,3,2,0,0,0
Nevada,1305,2003,0,2,5,4,0,0,0
Nevada,1305,2004,4,0,3,4,0,0,0
Nevada,1305,2013,3,0,7,3,0,0,0
Nevada,1305,2016,5,2,2,4,0,0,0
Nevada,1305,2009,4,3,4,1,0,0,1
Nevada,1305,2015,4,3,4,2,0,0,0
Nevada,1305,2008,3,5,1,4,0,0,0
Nevada,1305,2014,2,4,3,3,0,0,0
Nevada,1305,2017,4,5,3,2,0,0,0
Nevada-Las Vegas,1424,2009,4,2,2,5,0,0,0
Nevada-Las Vegas,1424,2007,3,3,3,5,0,0,0
Nevada-Las Vegas,1424,2004,3,1,5,3,0,0,0
Nevada-Las Vegas,1424,2016,4,4,3,4,0,0,0
Nevada-Las Vegas,1424,2006,4,1,4,4,0,0,0
Nevada-Las Vegas,1424,2002,2,2,5,5,0,0,0
Nevada-Las Vegas,1424,2005,1,2,5,4,0,0,0
Nevada-Las Vegas,1424,2010,2,4,6,2,0,0,0
Nevada-Las Vegas,1424,2003,1,1,4,5,0,0,0
Nevada-Las Vegas,1424,2013,4,3,2,3,0,0,2
Nevada-Las Vegas,1424,2011,2,3,4,4,0,0,0
Nevada-Las Vegas,1424,2008,2,4,5,2,0,0,0
Nevada-Las Vegas,1424,2015,6,3,1,2,0,0,2
Nevada-Las Vegas,1424,2014,5,1,5,2,0,0,2
Nevada-Las Vegas,1424,2012,2,4,3,4,0,0,0
Nevada-Las Vegas,1424,2017,6,2,3,3,0,0,0
New Hampshire,1306,2011,4,4,1,4,0,0,0
New Hampshire,1306,2016,3,3,4,1,0,0,0
New Hampshire,1306,2003,5,3,3,2,0,0,0
New Hampshire,1306,2005,4,2,3,3,0,0,0
New Hampshire,1306,2010,3,2,5,1,0,0,0
New Hampshire,1306,2002,6,4,3,3,0,0,0
New Hampshire,1306,2014,5,1,1,4,0,0,0
New Hampshire,1306,2015,3,5,4,2,0,0,0
New Hampshire,1306,2006,3,4,3,2,0,0,0
New Hampshire,1306,2004,3,4,4,3,0,0,0
New Hampshire,1306,2008,5,2,2,2,0,0,0
New Hampshire,1306,2013,3,2,3,5,0,0,0
New Hampshire,1306,2012,2,3,4,3,0,0,0
New Hampshire,1306,2007,6,3,4,2,0,0,0
New Hampshire,1306,2009,3,6,2,2,0,0,0
New Hampshire,1306,2017,4,1,4,2,0,0,0
New Mexico,1307,2010,4,4,2,1,0,0,0
New Mexico,1307,2011,5,4,3,1,0,0,0
New Mexico,1307,2016,5,5,3,3,0,0,0
New Mexico,1307,2003,5,3,2,2,0,0,0
New Mexico,1307,2008,2,1,4,3,0,0,1
New Mexico,1307,2005,5,2,4,3,0,0,0
New Mexico,1307,2002,2,2,5,4,0,0,0
New Mexico,1307,2014,4,4,3,3,0,0,0
New Mexico,1307,2009,6,2,1,3,0,0,0
New Mexico,1307,2004,4,4,4,2,0,0,0
New Mexico,1307,2012,2,5,2,3,0,0,0
New Mexico,1307,2015,3,3,4,2,0,0,0
New Mexico,1307,2007,3,3,5,2,0,0,1
New Mexico,1307,2013,3,2,5,2,0,0,0
New Mexico,1307,2006,6,3,1,4,0,0,0
New Mexico,1307,2017,3,5,4,2,0,0,0
New Mexico State,1308,2016,5,6,2,0,0,0,0
New Mexico State,1308,2004,2,2,3,5,0,0,0
New Mexico State,1308,2013,4,4,4,2,0,0,0
New Mexico State,1308,2002,1,7,4,1,0,0,0
New Mexico State,1308,2005,3,3,3,3,0,0,0
New Mexico State,1308,2010,5,3,4,3,0,0,0
New Mexico State,1308,2007,5,0,3,7,0,0,1
New Mexico State,1308,2011,4,4,4,1,0,0,0
New Mexico State,1308,2012,4,3,2,3,0,0,0
New Mexico State,1308,2003,4,2,6,4,0,0,0
New Mexico State,1308,2015,6,2,0,4,0,0,0
New Mexico State,1308,2008,6,4,1,6,0,0,0
New Mexico State,1308,2014,2,2,5,2,0,0,0
New Mexico State,1308,2006,1,4,6,2,0,0,1
New Mexico State,1308,2009,7,4,2,0,0,0,0
New Mexico State,1308,2017,1,3,8,1,0,0,0
New Orleans,1309,2009,3,2,4,2,0,0,0
New Orleans,1309,2003,2,1,5,4,0,0,0
New Orleans,1309,2007,2,1,6,4,0,0,0
New Orleans,1309,2013,6,1,8,3,0,0,0
New Orleans,1309,2010,3,2,2,4,0,0,0
New Orleans,1309,2015,5,3,3,1,0,0,0
New Orleans,1309,2005,5,3,5,0,0,0,0
New Orleans,1309,2006,2,1,7,2,0,0,0
New Orleans,1309,2016,5,3,5,2,0,0,0
New Orleans,1309,2004,3,2,2,6,0,0,0
New Orleans,1309,2008,2,2,5,6,0,0,0
New Orleans,1309,2002,1,8,4,2,0,0,0
New Orleans,1309,2014,5,6,4,3,0,0,0
New Orleans,1309,2017,3,3,5,4,0,0,0
Niagara,1310,2013,3,4,3,2,0,0,0
Niagara,1310,2008,2,4,1,3,0,0,0
Niagara,1310,2007,5,0,3,4,0,0,0
Niagara,1310,2009,3,2,5,1,0,0,0
Niagara,1310,2014,5,2,2,2,0,0,0
Niagara,1310,2004,3,3,3,4,0,0,0
Niagara,1310,2005,3,4,2,3,0,0,0
Niagara,1310,2011,4,4,2,1,0,0,1
Niagara,1310,2016,4,3,5,0,0,0,0
Niagara,1310,2010,3,3,2,4,0,0,1
Niagara,1310,2006,3,2,5,1,0,0,0
Niagara,1310,2002,3,4,2,4,0,0,0
Niagara,1310,2015,7,6,1,0,0,0,0
Niagara,1310,2003,4,3,3,1,0,0,0
Niagara,1310,2012,5,3,3,1,0,0,1
Niagara,1310,2017,3,5,3,1,0,0,0
Nicholls State,1311,2004,7,1,3,1,0,0,0
Nicholls State,1311,2012,4,5,3,1,0,0,0
Nicholls State,1311,2014,5,5,1,3,0,0,0
Nicholls State,1311,2008,7,4,4,1,0,0,0
Nicholls State,1311,2003,2,4,2,4,0,0,0
Nicholls State,1311,2002,3,2,4,3,0,0,0
Nicholls State,1311,2016,0,4,6,3,0,0,0
Nicholls State,1311,2007,4,3,1,2,0,0,0
Nicholls State,1311,2005,2,3,2,3,0,0,0
Nicholls State,1311,2010,4,5,4,0,0,1,0
Nicholls State,1311,2009,5,4,1,3,0,0,0
Nicholls State,1311,2006,8,1,2,1,0,0,0
Nicholls State,1311,2015,4,3,6,0,0,0,0
Nicholls State,1311,2011,5,1,2,4,0,0,0
Nicholls State,1311,2013,4,4,3,3,0,0,0
Nicholls State,1311,2017,0,1,4,7,0,0,0
NJIT,1312,2011,5,3,5,1,0,0,0
NJIT,1312,2010,7,4,1,1,0,0,0
NJIT,1312,2014,5,5,2,0,0,0,0
NJIT,1312,2012,4,2,3,6,0,0,0
NJIT,1312,2015,1,5,3,2,0,0,0
NJIT,1312,2016,4,3,5,3,0,0,0
NJIT,1312,2013,4,2,1,4,0,0,0
NJIT,1312,2017,4,4,2,4,0,0,0
Norfolk State,1313,2006,2,3,7,2,0,0,0
Norfolk State,1313,2014,0,2,4,8,0,0,0
Norfolk State,1313,2009,2,3,4,5,0,0,0
Norfolk State,1313,2003,2,6,3,3,0,0,0
Norfolk State,1313,2015,4,0,4,5,0,0,0
Norfolk State,1313,2008,3,3,6,3,0,0,0
Norfolk State,1313,2002,5,3,4,2,0,0,0
Norfolk State,1313,2012,0,7,5,5,0,0,0
Norfolk State,1313,2005,5,4,2,3,0,0,0
Norfolk State,1313,2013,1,2,8,4,0,0,0
Norfolk State,1313,2004,6,1,3,2,0,0,0
Norfolk State,1313,2010,3,4,5,3,0,0,0
Norfolk State,1313,2016,2,4,3,3,0,0,0
Norfolk State,1313,2007,2,6,3,4,0,0,0
Norfolk State,1313,2011,4,3,5,3,0,0,0
Norfolk State,1313,2017,0,1,8,3,0,0,0
North Carolina,1314,2013,4,5,5,2,0,0,5
North Carolina,1314,2004,4,6,3,3,0,0,4
North Carolina,1314,2012,5,3,2,5,0,0,8
North Carolina,1314,2005,5,2,7,3,0,0,5
North Carolina,1314,2011,3,3,7,3,0,0,7
North Carolina,1314,2006,5,1,4,4,0,0,3
North Carolina,1314,2010,5,4,1,6,0,0,7
North Carolina,1314,2007,5,5,1,4,0,0,6
North Carolina,1314,2016,2,3,5,6,0,0,6
North Carolina,1314,2008,2,5,8,2,0,0,5
North Carolina,1314,2015,3,4,6,4,0,0,6
North Carolina,1314,2002,4,5,2,4,0,0,4
North Carolina,1314,2009,4,1,4,8,0,0,8
North Carolina,1314,2014,3,4,4,4,0,0,4
North Carolina,1314,2003,6,3,3,2,0,0,4
North Carolina,1314,2017,4,2,4,5,0,0,6
North Carolina A&T,1299,2003,9,3,3,1,0,0,0
North Carolina A&T,1299,2002,4,2,4,5,0,0,0
North Carolina A&T,1299,2010,5,3,1,3,0,1,0
North Carolina A&T,1299,2013,5,1,2,7,0,0,0
North Carolina A&T,1299,2012,2,1,8,4,0,0,0
North Carolina A&T,1299,2006,5,5,4,2,0,0,0
North Carolina A&T,1299,2009,4,2,3,5,0,0,0
North Carolina A&T,1299,2014,6,3,3,3,0,0,0
North Carolina A&T,1299,2004,4,3,4,3,0,0,0
North Carolina A&T,1299,2007,2,2,7,3,0,0,0
North Carolina A&T,1299,2016,2,5,4,6,0,0,0
North Carolina A&T,1299,2008,2,2,5,7,0,0,0
North Carolina A&T,1299,2011,3,6,4,1,0,0,0
North Carolina A&T,1299,2015,5,6,3,1,0,0,0
North Carolina A&T,1299,2005,6,3,2,4,0,0,0
North Carolina A&T,1299,2017,2,2,5,4,0,1,0
North Carolina Central,1300,2014,2,0,4,6,0,0,0
North Carolina Central,1300,2012,1,2,3,7,0,0,0
North Carolina Central,1300,2015,1,2,5,4,0,0,0
North Carolina Central,1300,2013,3,3,6,2,0,0,0
North Carolina Central,1300,2011,3,5,7,2,0,0,0
North Carolina Central,1300,2016,2,1,7,5,0,0,0
North Carolina Central,1300,2017,0,3,4,6,0,0,0
North Carolina State,1301,2016,2,4,5,1,0,0,0
North Carolina State,1301,2005,4,2,3,4,0,0,1
North Carolina State,1301,2007,5,2,3,4,0,0,1
North Carolina State,1301,2008,3,5,3,2,0,0,2
North Carolina State,1301,2006,3,5,2,3,0,0,1
North Carolina State,1301,2010,5,4,4,2,0,0,0
North Carolina State,1301,2013,4,3,3,3,0,0,4
North Carolina State,1301,2012,4,2,6,3,0,0,1
North Carolina State,1301,2003,2,5,2,1,0,0,2
North Carolina State,1301,2004,4,3,4,2,0,0,2
North Carolina State,1301,2009,7,2,4,3,0,0,1
North Carolina State,1301,2014,6,4,3,1,0,0,2
North Carolina State,1301,2002,7,2,2,3,0,0,2
North Carolina State,1301,2015,4,6,3,2,0,0,0
North Carolina State,1301,2011,4,5,2,3,0,0,1
North Carolina State,1301,2017,5,3,3,3,0,0,0
North Carolina-Asheville,1421,2016,4,4,3,2,0,0,0
North Carolina-Asheville,1421,2015,6,6,1,3,0,0,0
North Carolina-Asheville,1421,2012,3,3,5,4,0,0,0
North Carolina-Asheville,1421,2008,4,2,2,4,0,0,0
North Carolina-Asheville,1421,2003,5,2,0,4,0,0,0
North Carolina-Asheville,1421,2009,5,3,3,1,0,0,0
North Carolina-Asheville,1421,2014,7,2,3,2,0,0,0
North Carolina-Asheville,1421,2007,2,4,5,2,0,0,0
North Carolina-Asheville,1421,2004,5,4,2,1,0,0,0
North Carolina-Asheville,1421,2010,6,5,2,1,0,0,0
North Carolina-Asheville,1421,2005,4,4,3,3,0,0,0
North Carolina-Asheville,1421,2006,4,2,2,4,0,0,0
North Carolina-Asheville,1421,2002,3,3,5,1,0,0,0
North Carolina-Asheville,1421,2011,3,5,4,2,0,0,0
North Carolina-Asheville,1421,2013,5,3,3,2,0,0,0
North Carolina-Asheville,1421,2017,6,0,4,3,0,0,0
North Carolina-Greensboro,1422,2014,6,3,3,2,0,0,0
North Carolina-Greensboro,1422,2016,5,2,4,3,0,0,0
North Carolina-Greensboro,1422,2002,3,5,4,2,0,0,0
North Carolina-Greensboro,1422,2005,6,3,2,3,0,0,0
North Carolina-Greensboro,1422,2008,4,5,1,3,0,0,0
North Carolina-Greensboro,1422,2003,3,4,2,2,0,0,0
North Carolina-Greensboro,1422,2009,3,3,6,0,0,0,0
North Carolina-Greensboro,1422,2011,9,4,4,1,0,0,0
North Carolina-Greensboro,1422,2010,4,4,1,6,0,0,0
North Carolina-Greensboro,1422,2006,5,6,3,1,0,0,0
North Carolina-Greensboro,1422,2013,3,2,6,5,0,0,0
North Carolina-Greensboro,1422,2007,5,1,4,4,0,0,0
North Carolina-Greensboro,1422,2015,1,6,4,2,0,0,0
North Carolina-Greensboro,1422,2012,1,7,5,3,0,0,0
North Carolina-Greensboro,1422,2004,5,2,6,2,0,0,0
North Carolina-Greensboro,1422,2017,5,4,4,2,0,0,0
North Carolina-Wilmington,1423,2011,4,2,3,3,0,0,0
North Carolina-Wilmington,1423,2008,4,3,1,4,0,0,0
North Carolina-Wilmington,1423,2010,3,1,6,5,0,0,0
North Carolina-Wilmington,1423,2002,3,4,3,2,0,0,0
North Carolina-Wilmington,1423,2009,3,3,6,1,0,0,0
North Carolina-Wilmington,1423,2012,7,3,2,2,0,0,0
North Carolina-Wilmington,1423,2016,4,3,4,3,0,0,0
North Carolina-Wilmington,1423,2003,3,3,4,2,0,0,0
North Carolina-Wilmington,1423,2015,3,2,3,3,0,0,0
North Carolina-Wilmington,1423,2014,2,3,3,5,1,0,0
North Carolina-Wilmington,1423,2005,2,2,4,4,0,0,0
North Carolina-Wilmington,1423,2013,6,3,4,3,0,0,0
North Carolina-Wilmington,1423,2006,2,3,3,4,0,0,0
North Carolina-Wilmington,1423,2004,3,4,4,3,0,0,0
North Carolina-Wilmington,1423,2007,4,0,4,2,0,0,0
North Carolina-Wilmington,1423,2017,2,3,3,4,0,0,0
North Dakota,1315,2014,2,2,4,6,0,0,0
North Dakota,1315,2013,1,1,7,3,0,0,0
North Dakota,1315,2012,2,5,6,2,0,0,0
North Dakota,1315,2015,3,2,5,4,0,0,0
North Dakota,1315,2011,5,6,2,2,0,0,0
North Dakota,1315,2016,6,3,3,2,0,0,0
North Dakota,1315,2017,2,4,2,4,0,0,0
North Dakota State,1295,2009,1,2,4,5,0,0,0
North Dakota State,1295,2012,2,7,1,2,0,0,0
North Dakota State,1295,2015,5,3,3,1,0,0,0
North Dakota State,1295,2014,3,2,1,6,0,0,0
North Dakota State,1295,2011,5,2,2,2,0,0,0
North Dakota State,1295,2016,4,5,2,2,0,0,0
North Dakota State,1295,2010,4,2,1,4,0,0,0
North Dakota State,1295,2013,3,1,6,2,0,0,0
North Dakota State,1295,2017,4,4,2,2,0,0,0
North Florida,1316,2014,5,2,2,2,0,0,0
North Florida,1316,2015,1,4,3,2,0,0,0
North Florida,1316,2016,1,3,3,4,0,0,0
North Florida,1316,2013,5,1,2,5,0,0,0
North Florida,1316,2010,5,2,2,3,0,0,0
North Florida,1316,2011,2,5,2,2,0,0,0
North Florida,1316,2012,1,2,5,2,0,0,0
North Florida,1316,2017,4,1,5,3,0,0,0
North Texas,1317,2004,1,4,3,5,0,0,1
North Texas,1317,2014,0,1,7,3,0,0,0
North Texas,1317,2007,2,4,5,4,0,0,0
North Texas,1317,2013,3,4,1,5,0,0,0
North Texas,1317,2015,3,1,5,4,0,0,0
North Texas,1317,2012,5,1,4,3,0,0,0
North Texas,1317,2016,4,3,4,3,0,0,0
North Texas,1317,2006,4,2,5,3,0,0,0
North Texas,1317,2010,3,1,8,3,0,1,1
North Texas,1317,2005,3,1,5,3,0,0,1
North Texas,1317,2009,1,5,3,4,0,0,1
North Texas,1317,2011,1,2,3,6,0,0,1
North Texas,1317,2003,5,2,4,4,0,0,0
North Texas,1317,2008,5,0,4,4,0,0,1
North Texas,1317,2002,1,7,4,1,0,0,0
North Texas,1317,2017,3,3,5,4,0,0,1
Northeastern,1318,2016,5,1,3,4,0,0,0
Northeastern,1318,2003,4,1,8,0,0,0,0
Northeastern,1318,2004,4,2,1,6,0,0,0
Northeastern,1318,2010,6,1,2,5,0,0,0
Northeastern,1318,2009,2,3,5,3,0,0,0
Northeastern,1318,2011,4,5,1,2,0,0,0
Northeastern,1318,2002,5,2,7,3,0,0,0
Northeastern,1318,2008,4,5,3,1,0,0,0
Northeastern,1318,2012,4,4,3,1,0,0,0
Northeastern,1318,2014,3,3,5,1,0,0,0
Northeastern,1318,2013,3,4,2,2,0,0,0
Northeastern,1318,2007,4,2,1,4,0,0,0
Northeastern,1318,2005,4,3,5,2,0,0,0
Northeastern,1318,2015,2,4,2,3,0,0,0
Northeastern,1318,2006,5,2,3,5,0,0,0
Northeastern,1318,2017,3,4,1,3,0,0,0
Northern Arizona,1319,2009,4,3,1,5,0,0,0
Northern Arizona,1319,2016,10,2,3,2,0,0,0
Northern Arizona,1319,2004,6,1,4,4,0,0,0
Northern Arizona,1319,2003,2,2,5,2,0,0,0
Northern Arizona,1319,2015,4,5,4,3,0,0,0
Northern Arizona,1319,2005,5,4,4,2,0,0,0
Northern Arizona,1319,2013,4,1,3,6,0,0,0
